ID,tipo,gas_price
7654,premium,24.88
7654,regular,22.1
7654,diesel,23.99
7568,regular,21.99
7568,premium,23.85
8030,regular,21.98
8415,regular,21.99
8415,premium,23.85
7925,regular,19.25
7925,premium,20.79
7925,diesel,20
7982,regular,22.5
2163,diesel,22.99
2163,regular,21.07
2163,premium,24.04
8232,regular,22.59
8232,premium,24.99
8232,diesel,24.09
7736,regular,22.94
7736,premium,24.34
8261,regular,22.29
7711,regular,22.85
7711,diesel,24.49
8384,premium,23.66
8384,regular,21.48
8003,regular,22.49
7518,regular,22.39
7518,diesel,24.69
7518,premium,24.99
7518,diesel,24.09
7785,regular,21.49
8501,regular,20.5
7672,regular,22.13
2300,regular,22.49
2300,diesel,23.05
2300,premium,24.39
7945,regular,22.94
7945,premium,24.34
8021,regular,22.59
8021,premium,24.99
8263,regular,24.1
8073,regular,21.43
8538,regular,22.9
8172,regular,21.98
7933,premium,25.79
7933,regular,23.29
7933,diesel,24.77
7924,regular,19.98
7924,diesel,22.48
7924,premium,22.76
7691,regular,23.29
8356,regular,22.97
2492,regular,20.19
2492,premium,24.49
7998,diesel,24.69
7998,regular,22.89
7998,premium,24.99
7715,regular,23.95
7721,regular,22.8
8326,diesel,22.86
8326,regular,21.1
8326,premium,23.12
7980,regular,22.5
7980,diesel,23.9
7980,premium,24.8
7792,regular,23.65
8292,regular,23.25
8249,premium,26.09
8249,diesel,24.39
8249,regular,22.99
8078,regular,22.52
8487,regular,24.89
8487,diesel,24.49
2230,regular,20.89
7974,regular,22.99
8105,regular,19.33
8470,regular,24.79
7923,diesel,18.79
7737,diesel,23.99
7737,regular,22.49
7737,premium,24.99
7830,regular,23.69
7830,diesel,23.99
7793,regular,23.27
7793,diesel,24.49
7793,premium,24.64
8146,regular,22.9
8455,diesel,24.15
8455,regular,22.2
7971,diesel,24.1
7971,regular,22
7971,premium,24.04
2522,regular,21.89
2522,diesel,22.19
2522,premium,24.99
7873,regular,21.99
7884,regular,22.97
8112,regular,23.31
8112,premium,24.89
7531,regular,23.6
8314,regular,21.99
8314,premium,24.89
7545,regular,23.28
8049,regular,22.59
7953,regular,23.15
7588,diesel,24.09
7588,regular,22.49
7588,premium,24.65
8321,diesel,22.69
8321,regular,18.79
2421,regular,22.05
8269,regular,23.28
8091,diesel,22.69
8091,regular,18.79
8091,premium,20.19
7844,regular,22.79
8208,diesel,22.69
8208,regular,18.79
7791,regular,23.95
7791,diesel,25.43
8167,regular,18.79
8546,regular,22.59
8335,regular,22.69
8042,regular,22.69
7770,regular,23.33
2135,premium,24.69
2135,regular,22.79
7804,regular,22.5
8453,diesel,23.54
8453,regular,21.99
8453,premium,24.79
8005,regular,21.36
8248,regular,23.29
8248,premium,25.69
8413,diesel,24
8413,premium,23.8
8413,regular,21.8
8122,regular,23.29
8122,premium,25.79
8210,premium,24.99
8210,regular,22.99
8447,regular,14.89
8447,diesel,21.79
7917,regular,23.97
7917,diesel,24.28
8483,regular,22.69
2448,regular,21.79
2448,premium,23.99
2448,diesel,22.99
8476,diesel,23.7
8476,regular,21.7
8476,premium,24.2
8022,regular,23.36
8022,diesel,23.94
8160,regular,23.8
8160,premium,25.2
8051,diesel,25.35
8051,regular,23.8
8051,premium,25.2
7880,regular,24.59
7693,regular,21.7
7693,premium,23.6
7851,regular,23.49
8264,regular,23.49
7929,regular,23.44
7689,regular,20.28
2363,regular,21.99
2363,diesel,22.99
2363,premium,24.99
7537,regular,21.89
7667,regular,23.49
8500,regular,18.3
8500,premium,20.5
8500,diesel,23.29
7558,regular,22.3
7570,regular,22.49
7570,premium,25.99
8544,premium,25.89
8544,regular,22.99
8489,regular,21.3
8489,diesel,23.4
8284,regular,23.1
7648,regular,21.97
7948,regular,22.49
7948,premium,24.69
2087,regular,21.49
2087,premium,23.99
7608,regular,21.09
8246,regular,21.25
8246,premium,25.25
7764,diesel,24.59
7764,regular,23.15
7764,premium,25.35
7908,diesel,23.99
7908,regular,22.28
7908,premium,24.96
7940,regular,21.99
7940,diesel,22.99
8001,regular,21.99
7739,regular,21.7
7932,premium,24.89
7932,diesel,24.09
7932,regular,22.69
7867,regular,22.62
7867,diesel,24.25
7867,premium,25
8359,regular,22.89
2212,regular,22.29
8278,regular,22.16
8278,premium,23.55
8434,regular,23.9
8118,diesel,24.12
8118,regular,22.49
7870,regular,22.4
8126,regular,22.75
7788,diesel,24.3
7788,regular,23.7
7788,premium,26.49
7900,regular,22.55
7900,diesel,24.18
7900,premium,25.1
8155,regular,22.45
8155,diesel,23.99
8155,premium,25.3
8371,regular,21.39
8371,premium,25.29
8015,diesel,23.09
8015,premium,22.15
8015,regular,19.09
2062,regular,21.29
8237,regular,22.25
8533,premium,22.99
8533,regular,20.99
8332,regular,20.99
8065,diesel,26.99
8065,regular,25.99
7767,regular,21.6
7767,premium,24.7
8445,diesel,25.29
8445,regular,23.39
8010,regular,23.04
7574,premium,22.99
7574,diesel,22.99
7574,regular,20.99
8185,premium,25.39
8185,diesel,25.79
8185,regular,23.89
8101,regular,20.98
2102,regular,21.89
8364,regular,18.04
8364,diesel,16.99
8100,regular,23.29
8285,premium,24.59
8285,regular,22.09
8390,regular,22.99
7814,diesel,23.85
7814,regular,23.05
7814,premium,25.25
8342,diesel,24.67
8342,regular,18.15
8295,regular,23.5
8291,diesel,24.09
8291,regular,20.99
8291,premium,24.59
8034,regular,21.49
8034,diesel,23.19
7740,regular,21.55
7740,premium,23.53
2519,regular,22.29
2519,premium,24.99
7841,regular,23.65
8319,premium,24.09
8319,regular,22.15
7596,regular,22.99
7683,regular,21.51
8474,regular,23
8183,regular,21.51
8294,diesel,24.79
8294,regular,23.99
8294,premium,25.99
7643,regular,21.3
8324,regular,22.39
8324,premium,23.89
7547,premium,24.46
7547,regular,22.02
7547,diesel,23.75
2402,regular,21.49
2402,premium,22.99
2402,diesel,23.09
7690,regular,22
8240,regular,24.99
8240,premium,26.69
7818,regular,22
7901,regular,20.99
7901,premium,23.25
8219,regular,21.39
8219,premium,23.99
7669,regular,24.05
7669,premium,25.41
8202,regular,21.39
8202,premium,23.69
7552,regular,21.29
7552,diesel,21.99
8379,regular,23
7928,regular,21.39
7928,premium,23.69
2361,regular,20.99
2361,diesel,23.09
2361,premium,24.99
8115,premium,25.19
8115,regular,23.19
8115,diesel,24.59
7538,regular,22.55
7652,regular,21.6
7892,regular,21.99
7892,premium,23.99
7806,regular,23.19
7692,regular,22.49
7692,diesel,23.99
7692,premium,25.29
8548,regular,22.5
7544,regular,21.45
7544,premium,23.97
8114,regular,23.99
8230,premium,24.69
8230,diesel,23.66
8230,regular,21.59
2283,premium,24.69
2283,regular,22.79
7899,regular,21.39
8191,premium,24.95
8191,regular,23.35
8421,regular,15.6
7590,diesel,24.09
7590,regular,22.89
7590,premium,25.49
8247,diesel,24.59
8247,regular,23.19
8247,premium,25.59
8055,regular,23.13
8055,premium,25.59
8397,premium,25.99
8397,regular,23.49
8133,diesel,23.99
8133,regular,22.59
8133,premium,25.59
8186,regular,22.59
8186,premium,25.59
7970,diesel,23.99
7970,regular,22.99
7970,premium,25.49
2166,regular,21.99
8243,diesel,24.69
8243,regular,23.09
8243,premium,25.99
7936,diesel,24.3
7936,regular,21.15
7543,regular,21.3
7543,premium,23.99
8543,regular,22.8
8543,premium,24.5
8213,regular,17.99
7842,regular,17.99
8273,regular,17.99
7578,regular,17.99
7578,diesel,21.99
8090,regular,17.99
8090,diesel,21.99
7522,regular,17.99
7522,diesel,21.99
2476,regular,22.38
7839,regular,17.99
7839,diesel,21.99
7615,regular,17.98
8047,regular,17.99
8047,diesel,21.99
7722,regular,17.99
8288,regular,17.99
8288,diesel,21.99
8418,regular,17.99
8418,diesel,21.99
8418,premium,15.4
8035,regular,17.99
8035,diesel,21.99
8259,regular,17.69
8259,diesel,19.96
8221,regular,20.49
8221,premium,22.79
7649,regular,21.99
7649,diesel,24.19
2454,regular,22.54
8174,regular,22.78
7904,regular,18.69
7904,premium,22.59
8162,premium,24.82
8162,regular,22.55
8162,diesel,17.99
7992,regular,18.79
7992,diesel,22.69
8245,regular,21.79
8245,premium,24.19
7704,regular,23.79
7636,regular,22.49
7636,diesel,23.96
8057,regular,22.35
8057,diesel,23.89
8057,premium,24.82
7688,diesel,24.01
7688,premium,24.79
7688,regular,21.99
7554,regular,22.18
2090,diesel,24.49
2090,premium,25.29
2090,regular,22.99
8075,regular,22.42
8075,premium,24.89
8378,regular,22.9
8085,regular,21.12
8153,regular,21.98
7659,regular,21.78
8211,regular,22.7
7840,regular,22.95
8336,regular,22.84
8336,premium,24.64
7666,premium,24.99
7666,regular,22.99
8241,regular,22.7
2479,regular,22.99
2479,diesel,23.99
2479,premium,25.49
8054,regular,22.99
8517,premium,25.44
8517,regular,23.99
7769,regular,20.99
7769,premium,24.99
8442,premium,26.49
8442,regular,23.99
8442,diesel,21.59
8252,regular,24.75
7954,regular,22.55
7802,regular,24.04
8465,regular,22.38
8465,premium,25.09
8457,diesel,24.9
8457,regular,23.49
8457,premium,24.59
7591,regular,22.55
2515,regular,22.29
2515,premium,24.49
8002,regular,23.19
7977,regular,22.39
8545,regular,22.45
7790,regular,20.69
7790,diesel,18.35
8048,diesel,25.18
8048,premium,25.17
8048,regular,23.97
7686,diesel,25.18
7686,premium,25.17
7686,regular,23.97
7745,diesel,24.3
7745,regular,22.4
7745,premium,24.35
8098,regular,22.9
8098,premium,25.5
8004,regular,22.59
8004,premium,25.29
8138,regular,24.3
2397,regular,24.39
8110,regular,23.75
8276,regular,21.99
7609,regular,23.29
7778,regular,22.99
7776,regular,21.79
7776,diesel,23.09
7776,premium,24.59
8236,diesel,23.99
8236,regular,22.99
7551,diesel,22.49
7551,regular,22.28
7551,premium,23.3
7835,regular,20.99
7835,premium,25.85
7687,regular,21.39
7687,diesel,23.19
7687,premium,23.49
8310,regular,22.09
8310,premium,24.39
2153,regular,22.99
2153,premium,25.49
2153,diesel,23.99
8518,regular,22.09
8518,premium,24.59
7723,regular,22.39
7723,diesel,23.39
7723,premium,24.49
7728,regular,22.19
7728,diesel,22.99
8537,premium,24.09
8537,regular,21.99
8537,diesel,22.99
7771,regular,22.79
8198,regular,22.99
7718,regular,23.59
7718,diesel,24.72
7853,regular,21.99
7853,diesel,23.19
7853,premium,24.19
8432,regular,24.89
8395,regular,22.8
2310,diesel,24.19
2310,premium,25.49
2310,regular,23.29
8011,premium,24.09
8011,regular,21.99
8011,diesel,22.69
8360,regular,22.79
8360,diesel,23.99
8360,premium,24.99
7560,regular,21.89
7560,premium,24.09
7714,regular,22.59
7714,premium,25.09
7714,diesel,23.89
8305,regular,21.99
8117,regular,22.29
8117,premium,23.79
8522,premium,24.09
8522,diesel,23.3
8522,regular,21.99
8325,regular,21.39
8325,diesel,22.79
7983,regular,21.55
8023,regular,24.1
2191,regular,21.14
2191,diesel,23.79
8180,regular,17.79
7871,regular,23.49
7871,premium,25.89
8227,regular,22.19
8227,diesel,23.19
7782,regular,20.92
8473,regular,20.95
8473,premium,22.99
7673,regular,24.1
7622,regular,21.69
7622,diesel,23.44
8512,premium,24.45
8512,diesel,23.74
8512,regular,22.15
8119,regular,22.65
8119,diesel,18.95
8405,regular,22.34
8405,premium,24.49
2186,regular,23.39
7709,diesel,24.35
7709,premium,24.95
7709,regular,22.7
8012,regular,22.88
7886,regular,21.74
8488,premium,24.49
8488,regular,21.89
7583,diesel,23.99
7583,premium,24.69
7583,regular,22.99
7976,regular,22.8
8131,premium,24.29
8131,regular,22.09
7598,regular,21.55
8452,premium,24.99
8452,diesel,24.49
8452,regular,22.87
8452,diesel,21.74
7944,regular,22.09
7944,premium,25.09
7944,diesel,23.87
2477,regular,23.19
2477,premium,25.39
2477,diesel,24.29
8142,regular,21.8
8530,regular,22.39
7763,regular,21.39
7763,diesel,22.99
7938,regular,21.89
7938,diesel,23.29
7986,premium,25.48
7986,regular,21.98
7684,regular,22.55
8542,premium,24.79
8542,regular,22.99
7857,regular,21.59
7857,premium,24.39
7857,diesel,23.29
7852,regular,22.43
7641,regular,23.19
7641,premium,25.57
2089,regular,22.99
2089,premium,25.59
7939,regular,23.18
7627,regular,23.3
8217,regular,22.99
7889,regular,22.49
8145,regular,24.2
7997,regular,21.99
7997,premium,24.59
7758,regular,22.9
8134,regular,23.19
8280,regular,11.71
8280,diesel,16.75
8506,regular,22.99
2070,regular,22.69
7519,regular,22.7
8396,regular,22.15
8499,diesel,25.64
8499,premium,25.64
8499,regular,24.32
7807,regular,22.99
7735,diesel,25.11
7735,premium,25.2
7735,regular,23.68
8171,premium,25.65
8171,regular,24.33
7567,regular,21.49
7546,regular,22.01
8385,regular,22.58
8125,regular,23
8125,premium,24.3
8125,diesel,17.04
2216,regular,22.69
2216,premium,24.99
8140,regular,24.3
8031,premium,24.85
8031,regular,22.65
8102,regular,21.95
8102,premium,23.9
7624,regular,22.1
7624,premium,24.08
7774,premium,25.77
7774,regular,22.63
7950,regular,22.69
7557,regular,20.98
7587,regular,21.29
7587,premium,23.79
7644,regular,22.95
8218,regular,23.19
2223,diesel,23.19
2223,regular,21.99
2223,premium,24.99
7854,regular,24.89
7582,regular,22.29
7582,premium,24.49
8214,regular,19.13
7576,regular,21.49
7949,regular,24.65
7559,diesel,23.09
7559,regular,21.15
7559,premium,23.89
8089,regular,22.9
8089,diesel,24.5
8427,regular,21.79
8427,diesel,23.59
7965,regular,23.4
8366,premium,22.99
8366,regular,21.39
2113,regular,20.89
2113,diesel,23.19
2113,premium,24.99
7797,regular,21.99
8362,premium,24.39
8362,regular,21.79
7887,regular,22.89
7887,premium,25.99
7577,regular,22.11
7577,premium,24.81
7821,premium,24.19
7821,regular,21.79
7674,regular,22.6
7674,diesel,24.73
7674,premium,25.95
8317,regular,22.49
8242,regular,21.79
8242,premium,23.84
8472,regular,23.5
8491,regular,22.99
2107,regular,19.59
2107,premium,22.49
7968,regular,24.59
8433,diesel,23.69
8433,regular,22.99
8433,premium,25.79
7926,regular,22.98
7875,premium,23.99
7875,regular,20.49
7875,diesel,23.09
8251,regular,23.19
7832,regular,22.98
8484,diesel,24.39
8484,regular,22.89
8400,regular,21.89
8149,regular,21.9
7779,regular,23.79
7779,diesel,24.39
2404,regular,21.39
2404,diesel,23.19
7727,regular,23.38
7757,regular,17.99
7757,diesel,23
7757,premium,21.03
8468,regular,22.45
7581,regular,21.87
8482,regular,23.7
8414,regular,23.29
8351,regular,23.38
8438,regular,22.49
8007,regular,18.79
8007,diesel,22.99
8061,regular,20.84
8061,diesel,22.48
8061,premium,19.5
2467,regular,22.59
7696,premium,25.9
7696,regular,23.4
7696,diesel,24.9
8084,regular,23.38
7869,regular,22.27
7681,regular,22.89
7681,diesel,24.49
8443,regular,22.98
7593,regular,23.38
7682,regular,22.1
7682,diesel,24.97
8027,regular,21.99
8064,regular,23.35
8426,regular,22.44
2260,diesel,22.99
2260,regular,20.89
2260,premium,23.99
8514,regular,23.69
7660,regular,22.19
7680,premium,24.41
7680,regular,22.37
7541,regular,17.99
8391,regular,22.6
8212,regular,21.59
8164,regular,23.18
8481,regular,21.1
8497,regular,17.7
8272,diesel,25.3
8272,regular,23.7
8272,premium,26
2379,regular,24.19
8206,regular,23.29
8120,regular,23.53
8120,premium,25.43
8290,regular,20.99
7526,diesel,25.72
7526,regular,24.33
7526,premium,25.71
8372,diesel,24.39
8372,regular,23.49
8466,regular,21.89
8466,diesel,23.89
8495,regular,23.99
8495,premium,24.95
8495,diesel,24.95
8469,premium,19.85
8469,regular,19.85
8424,diesel,23.99
8424,regular,22.99
8424,premium,25.99
8535,regular,22.59
8535,premium,25.69
8535,diesel,25.19
2131,regular,22.79
2131,premium,24.99
7833,diesel,23.99
7833,regular,22.99
7833,premium,25.99
7679,regular,22.44
7679,premium,24.99
7685,regular,22.58
8093,regular,22.49
8093,premium,24.79
7710,regular,22.99
8417,regular,20.99
8417,premium,23.09
7717,diesel,23.99
7717,regular,22.59
7717,premium,25.59
8549,regular,20.99
8549,diesel,23.39
8549,premium,23.59
8165,regular,22.99
7712,regular,21.23
2571,regular,20.99
2571,diesel,23.19
2571,premium,24.99
7777,regular,22.53
7777,premium,23.99
7612,regular,21.2
7612,premium,23.9
7864,diesel,24.09
7864,regular,22.55
7864,premium,25.07
7579,regular,21.69
7579,premium,24.69
8539,regular,23.19
8539,diesel,24.9
8079,regular,20.67
8079,diesel,22.69
7525,regular,19.49
7525,premium,22.29
8181,regular,19.98
8181,diesel,22.48
8181,premium,22.76
8069,regular,23.55
8069,premium,25.29
8494,regular,23.29
2155,regular,22.29
2155,premium,24.99
8111,regular,24.29
8111,premium,25.99
7628,regular,23.29
7705,regular,20.99
8000,regular,23.29
7882,regular,23.58
7882,premium,25.48
7882,diesel,24.48
7805,regular,23.75
8358,regular,23.73
7734,regular,20.59
7734,premium,22.69
7918,regular,23.79
7918,premium,26.29
7918,diesel,24.69
7784,regular,23.39
2540,regular,22.69
7755,regular,23.79
7755,premium,26.29
8486,regular,21.77
7819,regular,22.59
7823,regular,23.79
7823,premium,26.29
7989,regular,21.2
7989,diesel,23.58
7658,regular,23.49
7747,regular,21.79
8071,regular,21.49
8507,premium,23.79
8507,diesel,22.39
8507,regular,20.99
7607,regular,23.98
2391,regular,19.59
2391,premium,22.49
8520,regular,22.49
8184,regular,21.89
8184,premium,23.9
7594,regular,21.4
7617,regular,22.59
8143,regular,22.45
7848,regular,21.89
8338,regular,18.45
8338,premium,21.57
8338,diesel,22.99
7528,regular,23.42
7670,regular,23.19
7914,diesel,25.5
7914,regular,24
7914,premium,26.1
2514,diesel,23.93
2514,premium,24.09
2514,regular,21.69
8190,regular,23.39
7801,regular,18.47
7801,premium,21.69
7571,regular,22.39
7741,regular,20.99
8106,diesel,23.99
8106,regular,21.99
8106,premium,24.99
8106,diesel,23.69
8316,regular,22.69
8316,premium,25.99
7922,premium,21.24
7922,regular,18.49
8531,regular,24.39
8239,premium,23.89
8239,regular,21.49
8239,diesel,23.27
7533,regular,24.09
2339,premium,24.79
2339,regular,23.59
2339,diesel,24.59
8267,regular,22.39
7521,regular,23.29
8157,regular,23.89
8274,regular,22.88
7730,diesel,24.99
7730,regular,23.99
7730,premium,25.99
7555,regular,24.09
8370,regular,23.29
8099,diesel,22.89
8099,regular,21.99
7562,regular,22.39
7846,regular,23.18
2264,regular,22.85
7999,regular,22.39
7847,regular,23.39
7798,regular,21.95
7701,regular,22.89
7701,premium,24.99
8097,regular,21.7
8097,diesel,23.35
7872,regular,21.4
8428,regular,23.29
7967,regular,22.39
8135,regular,21.99
7957,regular,22.89
7957,diesel,23.99
7957,premium,24.99
2562,regular,21.79
2562,premium,24.79
2562,diesel,23.15
7883,regular,23.5
8411,regular,22.99
7602,regular,23.29
7602,premium,25.89
7719,regular,22.99
8451,regular,23.59
7829,regular,24.58
7913,regular,23.29
7913,premium,25.89
7750,regular,23.29
8193,regular,23.69
8147,regular,21.99
2242,regular,22.69
2242,diesel,23.99
8050,regular,23.69
7963,regular,22.29
7973,regular,22.99
8187,regular,21.99
7988,regular,21.99
7635,regular,22.19
8381,regular,22.99
7828,regular,22.99
7825,diesel,23.65
7825,premium,23.79
7825,regular,21.99
8204,regular,23.39
2268,regular,22.19
2268,premium,24.99
8152,regular,22.4
8152,diesel,24.59
8532,regular,22.49
8144,diesel,23.89
8144,premium,23.79
8144,regular,21.99
7979,regular,23.29
8344,premium,24.49
8344,regular,22.49
8344,diesel,24.39
8401,regular,23.19
8306,diesel,24.9
8306,regular,22.95
8306,premium,25.5
7646,regular,23.29
7849,regular,23.29
7966,regular,22.99
7966,premium,25.79
2225,regular,22.41
2225,diesel,23.09
2225,premium,24.99
7529,regular,23.19
8045,regular,23.25
8200,regular,23.39
8141,regular,23.29
8194,regular,22.74
8380,regular,22.99
7787,regular,23.19
8163,regular,22.99
8163,premium,25.79
8229,regular,21.99
8315,regular,22.39
2380,regular,21.59
2380,premium,24.79
8311,regular,22.39
8203,diesel,21.3
8203,regular,21.59
8203,premium,24.69
8386,regular,22.49
7808,premium,23.99
7808,regular,21.79
7808,diesel,23.89
7569,regular,20.89
7732,regular,22.59
8343,regular,21.1
8225,regular,22.59
7613,regular,21.99
8367,regular,22.6
2502,regular,21.99
2502,premium,24.99
7553,regular,22.6
8355,regular,22.49
8377,regular,23.1
8516,regular,22.99
8279,regular,21.59
8375,regular,22.99
8318,regular,23.29
8410,regular,23.49
8410,premium,25.99
7772,regular,22.59
7600,regular,21.89
2524,regular,22.29
2524,diesel,23.11
2524,premium,24.99
8460,regular,21.45
8334,premium,22.99
8334,regular,21.79
8334,diesel,18.36
8220,regular,22.17
8220,premium,24.61
8044,premium,26.39
8044,regular,23.69
7796,diesel,23.89
7796,regular,22.69
8327,diesel,23.38
8327,regular,22.49
8070,regular,20.99
8070,premium,23.15
7703,regular,21.69
8009,regular,21.03
8009,premium,22.99
8127,regular,22.1
2382,regular,20.89
2382,diesel,22.39
8301,diesel,24.09
8301,regular,22.08
8081,premium,23.89
8081,regular,21.99
7542,regular,21.17
7868,regular,22.89
7863,regular,23.75
8094,regular,22.29
8094,premium,24.09
8060,regular,21.85
8060,diesel,23.59
8222,regular,23.19
8222,premium,25.99
8408,premium,23.75
8408,regular,21.7
8063,regular,22.75
2165,diesel,23.99
2165,regular,22.49
8429,regular,23.99
8444,regular,21.99
7942,premium,24.99
7942,regular,22.99
8419,regular,22.94
7855,diesel,23.99
7855,regular,23.29
7855,premium,25.89
8496,regular,23.29
8053,regular,20.95
8053,premium,23.25
7743,regular,22.55
8399,regular,21.69
8312,regular,21.93
2455,regular,21.49
2455,premium,24.79
2455,diesel,22.99
8029,regular,22.47
8013,regular,21.4
8025,diesel,23.99
8025,regular,23.59
8407,regular,21.65
7524,regular,24.3
8178,regular,23.79
8341,regular,22.38
7881,diesel,23.19
7881,regular,20.89
7775,regular,21.54
7919,regular,22
7919,diesel,23.3
2353,diesel,24.59
2353,premium,25.49
2353,regular,23.29
7773,regular,20.69
7773,premium,23.99
8333,regular,21.35
8333,diesel,24.46
7756,premium,23.55
7756,diesel,23.09
7756,regular,21.1
7893,premium,23.9
7893,regular,21.2
8446,regular,21.49
8446,premium,23.37
7975,regular,23.29
7903,regular,21.4
8502,regular,21.89
8502,diesel,24.89
8502,premium,24.99
8502,diesel,23.79
8323,regular,21.1
8323,diesel,23.2
8062,regular,22.79
2373,regular,22.41
2373,diesel,23.09
2373,premium,24.99
7916,regular,22.05
7916,diesel,23.99
7898,regular,20.89
7789,regular,23.3
8083,regular,23.84
8387,regular,20.59
8431,premium,24.89
8431,regular,21.99
8431,diesel,22.99
8309,regular,23.29
7664,diesel,23.45
7664,regular,22.15
7910,regular,21.15
7910,premium,22.84
7946,regular,22.34
2104,regular,19.99
2104,diesel,23.19
2104,premium,24.99
8406,regular,23.89
8330,regular,23.39
7858,diesel,25.45
7858,regular,23.8
7858,premium,25.8
7695,regular,20.99
7947,regular,22.99
7947,premium,24.59
8389,premium,24.08
8389,regular,21.81
8108,regular,20.79
8300,regular,22.39
8268,regular,20.99
8268,premium,23.09
8308,regular,22.2
2499,regular,23.59
2499,premium,25.59
8436,regular,21.89
8082,regular,23.82
8082,premium,24.89
7603,regular,22.39
7603,diesel,16.51
8464,regular,22.39
8313,regular,22.45
7937,regular,21.79
7937,premium,24.49
7937,diesel,24.69
8521,regular,21.85
8521,premium,24.99
8077,regular,23.29
7911,regular,20.96
8018,regular,23.19
8018,premium,25.5
8018,diesel,25.45
2039,regular,21.05
2039,diesel,22.99
2039,premium,24.99
7927,regular,22.39
7761,premium,23.49
7761,regular,20.69
7761,diesel,22.99
8461,regular,16.7
8461,premium,17.6
8449,premium,24.9
8449,regular,22.5
8449,diesel,24.4
8475,regular,20.96
8439,premium,21.12
8439,regular,16.6
8205,regular,20.96
8299,regular,22.69
8299,premium,25
7707,regular,22.49
8067,premium,23.56
8067,regular,20.96
2270,premium,24.49
2270,diesel,22.79
2270,regular,21.99
8231,regular,18.19
7713,regular,22.99
7713,premium,25.89
8547,regular,20.96
8068,regular,21.99
8026,regular,23.19
7676,regular,22.99
7676,premium,25.99
7931,premium,23.99
7931,regular,21.79
8170,regular,23.19
7952,regular,22.99
7952,premium,25.99
8215,regular,21.65
8215,premium,23.6
8215,diesel,17.6
2420,premium,24.69
2420,regular,22.55
2420,diesel,23.35
7708,premium,24.51
7708,regular,21.95
7795,regular,23.22
7520,regular,22.99
7520,premium,25.99
7978,regular,22.99
7943,premium,24.3
7943,regular,22.99
8471,regular,22.35
8498,premium,24.07
8498,regular,21.65
8458,diesel,23.99
8458,regular,22.49
8528,premium,22.99
8528,regular,22.89
8528,diesel,19.16
7534,regular,22.99
7534,premium,25.99
2109,regular,22.95
2109,diesel,24.99
7564,regular,25.58
7564,diesel,24.49
7595,regular,25.58
8430,regular,17.79
8293,diesel,23.49
8293,regular,22.48
7616,regular,25.19
7616,premium,26.89
8024,premium,22.99
8024,regular,22.89
8024,diesel,19.15
8440,regular,22.79
8440,premium,25.29
8440,diesel,23.99
7813,regular,22.79
7813,premium,25.27
8188,regular,22.48
8188,premium,24.69
8128,regular,23.29
8128,premium,25.59
8128,diesel,24.29
2378,regular,22.79
2378,diesel,23.19
2378,premium,24.99
7645,regular,20.85
7645,premium,23.09
8302,premium,23.79
8302,regular,21.79
8302,diesel,23.29
8014,regular,22.55
8014,premium,24.59
8320,regular,22.69
7632,regular,21
7632,premium,23.65
8201,regular,20.95
8388,diesel,23.99
8388,regular,21.47
7516,regular,21.7
7984,regular,23.19
7850,regular,20.99
2569,regular,22.99
7716,regular,22.09
7650,regular,23.29
8176,regular,22.49
8176,diesel,24.85
8437,regular,22.99
8437,diesel,24.95
7618,regular,23.99
8037,regular,23.29
8076,regular,22.99
8076,premium,24.99
8189,regular,21.99
7647,diesel,25.05
7647,regular,23.55
7647,diesel,19.74
8179,regular,21.89
2316,regular,23.99
2316,premium,25.99
8234,diesel,23.99
8234,regular,22.29
8234,premium,24.66
8331,regular,21.89
7631,regular,21.99
8441,regular,21.99
8441,premium,24.14
8441,diesel,23.45
8196,diesel,24.89
8196,regular,23.29
7604,regular,22.99
7862,regular,21.89
8006,diesel,24.6
8006,premium,25.4
8006,regular,22.95
8006,diesel,19.7
8168,regular,22.99
2436,premium,24.6
2436,diesel,24
2436,regular,23
8161,diesel,24.95
8161,regular,23.9
8161,premium,25.95
7935,diesel,24.19
7935,regular,22.59
7935,premium,25.39
8096,regular,20.95
8096,premium,23.7
8096,diesel,23
7677,regular,20.99
7677,premium,24.35
8052,premium,25.23
8052,regular,23.95
7539,regular,21.49
7539,premium,24.49
8137,regular,21.95
8137,premium,24.5
8298,regular,22.59
8526,regular,21.49
7877,regular,22.52
2071,regular,22.5
2071,diesel,23.99
7611,regular,23.89
7894,regular,22.29
7894,premium,24.99
8480,regular,22.2
7759,regular,22.61
7993,regular,23.19
7993,premium,25.5
7993,diesel,25.45
8541,premium,22.99
8541,regular,21.79
8541,diesel,20.59
7794,premium,24.99
7794,regular,22.54
7530,regular,19.62
7530,premium,21.95
8505,regular,23.99
8008,premium,23.29
8008,regular,20.89
2432,regular,22.99
2432,premium,25.49
2432,diesel,24.09
7812,regular,23
8266,regular,21.75
8523,regular,22.75
8523,diesel,23.95
7675,regular,22.98
7653,premium,25.49
7653,regular,22.99
7653,diesel,24.39
7822,regular,18.57
7822,premium,21.89
7656,regular,22.39
7861,regular,23.39
8515,regular,22.7
7780,regular,21.55
2188,regular,22.59
2188,premium,25.29
7958,regular,23.5
7958,diesel,24.75
7958,premium,25.15
7810,regular,23.59
7810,premium,25.69
7651,regular,22.59
7651,diesel,23.99
7651,premium,24.99
8113,regular,22.98
8129,regular,22.89
8129,diesel,24.99
8129,premium,23.99
11207,regular,22.85
7972,diesel,23.79
7972,premium,23.77
